STIME          TIME             UID   PID D    BLOCK   SIZE       COMM PATHNAME
512536752350   512536752490     501 48310 W 51965358   8192    firefox ??/entries/535E6F61E47107454279BC2344D54C523DD333E3
512537968428   512537969825     501 48310 W 51965551   4096    firefox ??/entries/06663E72961F3F3868F41DDD058D02E2298A802C
512537968581   512537969901     501 48310 W 24452941   8192    firefox ??/entries/06663E72961F3F3868F41DDD058D02E2298A802C
512538211024   512538211410     501 48310 W 51965552   4096    firefox ??/entries/52E8AA6331883379B07C524B758B74DE8BC72FD9
512538211159   512538211487     501 48310 W 24453247   8192    firefox ??/entries/52E8AA6331883379B07C524B758B74DE8BC72FD9
512542037557   512542039002     501 48310 W 51965627   8192    firefox ??/entries/56A017FA6F01D19E0BC32B8A8E3000530EF29523
512542580850   512542582404     501 48310 R 25965893   4096    firefox ??/z05qnvsv.default/webappsstore.sqlite-wal
512542582510   512542582640     501 48310 W 25965893   4096    firefox ??/z05qnvsv.default/webappsstore.sqlite-wal
512542582834   512542583120     501 48310 R 25967830   4096    firefox ??/z05qnvsv.default/webappsstore.sqlite-wal
512547793642   512547793816     501 48310 W 51965629   4096    firefox ??/entries/B0C5DC0140128A3F11AADA2D0BEA7B55A3E66A74
512547793876   512547793999     501 48310 W 24453253   8192    firefox ??/entries/B0C5DC0140128A3F11AADA2D0BEA7B55A3E66A74
512547798142   512547798246     501 48310 W 51965630   4096    firefox ??/entries/F299951829FDC6FC56183038EB32FA1399D8EC5B
512547798247   512547798396     501 48310 W 24453255   8192    firefox ??/entries/F299951829FDC6FC56183038EB32FA1399D8EC5B
512552753529   512552755232     501 48310 R 25968729   4096    firefox ??/z05qnvsv.default/webappsstore.sqlite-wal
512552755453   512552755917     501 48310 R 25968737   4096    firefox ??/z05qnvsv.default/webappsstore.sqlite-wal
512552762099   512552762325     501 48310 W 25965613   4096    firefox ??/entries/A2EC0667B41E4F8CB4DA2661760C5D7A0CA45A63
512567014230   512567015765     501 48310 R 25248057   4096    firefox ??/idb/1657114595AmcateirvtiSty.sqlite
512567016936   512567017163     501 48310 R 32164956   4096    firefox ??/idb/1657114595AmcateirvtiSty.sqlite
512567017248   512567017455     501 48310 R 32164962   4096    firefox ??/idb/1657114595AmcateirvtiSty.sqlite
512567017530   512567017765     501 48310 R 32167715   4096    firefox ??/idb/1657114595AmcateirvtiSty.sqlite
512567017835   512567018076     501 48310 R 32167716   4096    firefox ??/idb/1657114595AmcateirvtiSty.sqlite
512567017869   512567018139     501 48310 R 32167717   4096    firefox ??/idb/1657114595AmcateirvtiSty.sqlite
512567018201   512567018450     501 48310 R 32167718   8192    firefox ??/idb/1657114595AmcateirvtiSty.sqlite
512567018512   512567018816     501 48310 R 32167720  16384    firefox ??/idb/1657114595AmcateirvtiSty.sqlite
512567018897   512567019264     501 48310 R 32167724  16384    firefox ??/idb/1657114595AmcateirvtiSty.sqlite
512567019027   512567019308     501 48310 R 32214349   4096    firefox ??/idb/3870112724rsegmnoittet-es.sqlite
512567019361   512567019614     501 48310 R 32167714   4096    firefox ??/idb/1657114595AmcateirvtiSty.sqlite
512567019374   512567019621     501 48310 R 32214348   4096    firefox ??/idb/3870112724rsegmnoittet-es.sqlite
512567019698   512567019896     501 48310 R 32214316   4096    firefox ??/idb/3870112724rsegmnoittet-es.sqlite
512567019957   512567020158     501 48310 R 32214315   4096    firefox ??/idb/3870112724rsegmnoittet-es.sqlite
