STIME          TIME             UID   PID D    BLOCK   SIZE       COMM PATHNAME
513593185096   513593185216     501 50029 R 52149605   4096    firefox ??/entries/C09E9576ED4CDBE970FC79A4C3D796D525FBB164
513593185132   513593185326     501 50029 R 32510854   4096    firefox ??/entries/C09E9576ED4CDBE970FC79A4C3D796D525FBB164
513593185737   513593186152     501 50029 R 52149592  53248    firefox ??/entries/C09E9576ED4CDBE970FC79A4C3D796D525FBB164
513593186787   513593186879     501 50029 W 52149605   4096    firefox ??/entries/C09E9576ED4CDBE970FC79A4C3D796D525FBB164
513593186833   513593186934     501 50029 W 32510854  12288    firefox ??/entries/C09E9576ED4CDBE970FC79A4C3D796D525FBB164
513593202203   513593202422     501 50029 W 52411957   4096    firefox ??/entries/C84D723EB771E6DD2A5DC564D510ECEC384F490A
513593202459   513593202589     501 50029 W 24454171   8192    firefox ??/entries/C84D723EB771E6DD2A5DC564D510ECEC384F490A
513593234851   513593235148     501 50029 R 24453938   4096    firefox ??/entries/51E46D8D7CD2936027F3198A531BF5436CC30454
513593235561   513593235837     501 50029 R 52149679   4096    firefox ??/entries/51E46D8D7CD2936027F3198A531BF5436CC30454
513593235615   513593235849     501 50029 R 24453937   4096    firefox ??/entries/51E46D8D7CD2936027F3198A531BF5436CC30454
513593237169   513593237338     501 50029 W 52149679   4096    firefox ??/entries/51E46D8D7CD2936027F3198A531BF5436CC30454
513593237259   513593237426     501 50029 W 24453937   8192    firefox ??/entries/51E46D8D7CD2936027F3198A531BF5436CC30454
513593238202   513593238353     501 50029 W 52411958   4096    firefox ??/entries/2DD6BFF0857C273D300DC263D8147278D22761FE
513593238336   513593238464     501 50029 W 24454173   8192    firefox ??/entries/2DD6BFF0857C273D300DC263D8147278D22761FE
513593242939   513593243078     501 50029 W 52411959   4096    firefox ??/entries/9BD5810C3E4A95BE57F41DA3104617FFBAD04C07
513593243091   513593243216     501 50029 W 24454177   8192    firefox ??/entries/9BD5810C3E4A95BE57F41DA3104617FFBAD04C07
513593245523   513593245781     501 50029 R 24453670   4096    firefox ??/entries/7E5B4660A4FE66C8C80C2D555954741D53C12B76
513593246174   513593246374     501 50029 R 24453669   4096    firefox ??/entries/7E5B4660A4FE66C8C80C2D555954741D53C12B76
513593246138   513593246391     501 50029 R 52043425   4096    firefox ??/entries/7E5B4660A4FE66C8C80C2D555954741D53C12B76
513593246900   513593247422     501 50029 R 52043403  90112    firefox ??/entries/7E5B4660A4FE66C8C80C2D555954741D53C12B76
513593250205   513593250574     501 50029 W 52043425   4096    firefox ??/entries/7E5B4660A4FE66C8C80C2D555954741D53C12B76
513593250490   513593250789     501 50029 W 24453669   8192    firefox ??/entries/7E5B4660A4FE66C8C80C2D555954741D53C12B76
513593252519   513593252834     501 50029 W 52150343  12288    firefox ??/entries/B5871088D967A7A3E05096EC5A5C6CDCF8F4BE83
513593253039   513593253207     501 50029 W 52149442   4096    firefox ??/entries/0568508C30E391BEABCAC997E3F77F52DA82339D
513593253142   513593253309     501 50029 W 24453907   8192    firefox ??/entries/0568508C30E391BEABCAC997E3F77F52DA82339D
513593254256   513593254531     501 50029 W 32510812   4096    firefox ??/entries/F6A167A395AF849AC41664415352589789CBCFA6
513593254950   513593255213     501 50029 W 52149591   4096    firefox ??/entries/F6A167A395AF849AC41664415352589789CBCFA6
513593255148   513593255395     501 50029 W 32510810   8192    firefox ??/entries/F6A167A395AF849AC41664415352589789CBCFA6
513593256441   513593256635     501 50029 W 24453932   4096    firefox ??/entries/6BCCA1965050DD92C5A2D8AC124DA55D1E9D9AEF
513593256854   513593256998     501 50029 W 52149622   4096    firefox ??/entries/6BCCA1965050DD92C5A2D8AC124DA55D1E9D9AEF
513593256917   513593257050     501 50029 W 24453931   4096    firefox ??/entries/6BCCA1965050DD92C5A2D8AC124DA55D1E9D9AEF
513593363344   513593363854     501 50029 R 24453936   4096    firefox ??/entries/543591CBE950B743160400E05F7993F7F1888071
513593363988   513593364185     501 50029 R 24453935   4096    firefox ??/entries/543591CBE950B743160400E05F7993F7F1888071
513593363954   513593364199     501 50029 R 52149668   4096    firefox ??/entries/543591CBE950B743160400E05F7993F7F1888071
513593364485   513593364986     501 50029 R 52149647  86016    firefox ??/entries/543591CBE950B743160400E05F7993F7F1888071
513593366144   513593366273     501 50029 W 52149668   4096    firefox ??/entries/543591CBE950B743160400E05F7993F7F1888071
513593366229   513593366390     501 50029 W 24453935   8192    firefox ??/entries/543591CBE950B743160400E05F7993F7F1888071
513593395005   513593395368     501 50029 R 18953180   4096    firefox ??/entries/942BFF1A554EF664D40971DC348358C3AFD8CDFC
513593395162   513593395382     501 50029 R 18953226   4096    firefox ??/entries/942BFF1A554EF664D40971DC348358C3AFD8CDFC
513593395560   513593395804     501 50029 R 52149711   4096    firefox ??/entries/942BFF1A554EF664D40971DC348358C3AFD8CDFC
513593397264   513593397407     501 50029 W 52149711   4096    firefox ??/entries/942BFF1A554EF664D40971DC348358C3AFD8CDFC
513593397331   513593397455     501 50029 W 18953180   4096    firefox ??/entries/942BFF1A554EF664D40971DC348358C3AFD8CDFC
513593397357   513593397517     501 50029 W 18953226   4096    firefox ??/entries/942BFF1A554EF664D40971DC348358C3AFD8CDFC
513593428974   513593429281     501 50029 R 24453945   8192    firefox ??/entries/755B58B9CF45C1839BE2C598586A762D8D87200F
513593429371   513593429603     501 50029 R 52149942   4096    firefox ??/entries/755B58B9CF45C1839BE2C598586A762D8D87200F
513593430431   513593430523     501 50029 W 52149942   4096    firefox ??/entries/755B58B9CF45C1839BE2C598586A762D8D87200F
513593430475   513593430576     501 50029 W 24453945   8192    firefox ??/entries/755B58B9CF45C1839BE2C598586A762D8D87200F
513593460053   513593460334     501 50029 W 25965490   4096    firefox ??/z05qnvsv.default/favicons.sqlite-wal
513593460628   513593460901     501 50029 W 25965490  36864    firefox ??/z05qnvsv.default/favicons.sqlite-wal
513593474906   513593475231     501 50029 R 18953059   4096    firefox ??/entries/5D936A8470F80F7B1E14FBAB9F53534D53B78713
513593475392   513593475622     501 50029 R 52043427   4096    firefox ??/entries/5D936A8470F80F7B1E14FBAB9F53534D53B78713
513593476279   513593476651     501 50029 R 52043426   4096    firefox ??/entries/5D936A8470F80F7B1E14FBAB9F53534D53B78713
513593477533   513593477730     501 50029 W 52043427   4096    firefox ??/entries/5D936A8470F80F7B1E14FBAB9F53534D53B78713
